text,ex1_score,ex2_score
"Aby dowiedzieć się, w jaki sposób Apple gromadzi, wykorzystuje i chroni podane przez Ciebie dane osobowe, zapoznaj się z Polityką prywatności klientów Apple .",0,1
"Aby uzyskać dodatkowe informacje związane z tym programem, odwiedź $LINK",0,0
Załączam moje CV.,0,3
Jestem bardzo podekscytowany pójściem pod kopułę w ten weekend i nie mogę się doczekać spotkania z wami.,0,3
Czy mogę przedłużyć 45 milionów var i kontrakty w księdze mocy do posiedzenia Zarządu 11 października.,0,4
"Czy Twoje zapytanie jest poufne, czy mogę omówić je z innymi?",0,4
"Aby przestać otrzymywać te powiadomienia, zaloguj się do $LINK",0,0
"W przypadku jakichkolwiek pytań lub pomocy technicznej, wyślij nam e-mail na adres hello@popset.com.",0,1
"Jeśli w dowolnym momencie nie chcesz już otrzymywać prognozy tygodniowej, możesz po prostu kliknąć tutaj lub wysłać list do mnie na 167 Cherry St. PMB 292, Milford, CT 06460-3400, a ja przestanę je do Ciebie wysyłać.",0,2
"Wprowadziliśmy około miliona ulepszeń w aplikacji i mamy kilka naprawdę ekscytujących nowych funkcji i korzyści, którymi możemy się z Tobą podzielić, więc czy możesz kliknąć poniższy link, aby ponownie potwierdzić, że nadal możesz pozostać w kontakcie?",0,2
"Aby lepiej zrozumieć wszystkie opcje, spójrz na stronę:",0,1
Powinieneś swobodnie edytować!,0,3
"Jeśli masz jakiekolwiek pytania dotyczące PCHLotto, odwiedź PCHlotto .com:",0,1
"Skorzystaj z bezpłatnych ofert i napisów, aby dotrzeć do kupujących w Halloween już teraz.",0,1
Proszę podziel się z urodzinowym chłopcem.,0,3
"Ma ochotę na golfa, więc spodziewaj się nas w sobotę wieczorem.",0,2
W przeciwnym razie chętnie do ciebie dołączę.,0,3
Z przyjemnością Cię poznam... $LINK,0,2
"- Wiesz, że chcesz... Obejrzyj ten krótki film, aby dowiedzieć się od eksperta ds. zarządzania projektami, jak pracować mądrzej, a nie ciężej...",0,2
"Jest to ostatnia wersja kompatybilna z iOS 5. Aby otrzymywać dalsze aktualizacje, zaktualizuj do iOS 6 lub nowszego.",0,0
"Przepraszamy, że przegapiłem Cię na prezentacji dla inwestorów w zeszłym tygodniu, jeśli chcesz lub beau któryś ze slajdów, daj mi znać, a my je prześlemy.",0,3
"Uwaga: Jeśli zarejestrowałeś się już na tę konferencję lub chcesz zostać usunięty z listy e-mailowej, odpowiedz na ten e-mail i wpisz w temacie wiadomości UNSUBSCRIBE.",0,2
Kacper i John chcieliby zaprosić Ciebie i Twoją żonę do bycia ich gośćmi na tym godnym wydarzeniu.,0,3
"Jeśli korzystasz z Gmaila, czy możesz zrobić mi szybką przysługę?",0,3
Czy rozważyłbyś rolę głównego mówcy na tej konferencji (22 lutego wieczorem)?,0,3
"Jeśli nie e-mailem, czy jest to coś, co można przefaksować?",0,3
"Aby zrezygnować z przyszłych wiadomości promocyjnych, przejdź tutaj: $LINK",0,1
"Hej, musimy porozmawiać o czymś innym – organizuję polowanie na bażanty pod koniec października. Zainteresowany?",0,3
"Byłoby miło, gdybyś był na moim obiedzie, bo prawdopodobnie nie znam nikogo innego.",0,3
Zadzwoń do mnie w przyszłym tygodniu i omówimy to bardziej szczegółowo.,0,4
Chcesz dziś wieczorem pojechać do Wincentyny?,0,2
"Aby znaleźć swoje ulubione, przejrzyj nasze polecane, bestsellery lub tytuły dla poszczególnych kategorii, takie jak nauka i technika, wiadomości, sport, dom i styl życia.",0,1
"Wyślij ten kontakt na konta e-mail, z których chcesz tworzyć notatki przez e-mail.",0,2
"Ale musisz wiedzieć, czy jest tak dobry, jak jest, czy wymaga trochę podrasowania.",0,2
"Potwierdź swoje konto na Twitterze, klikając ten link:",0,0
Albo mógłbym się z tobą spotkać na przerwie w poniedziałek.,0,4
FYI i dla nas do dyskusji.,0,3
"Czy możesz użyć dopalacza szyfrującego, aby zdobyć wynik 50 000 lub lepszy?",0,2
"Użyj tego linku, aby już dziś dołączyć do MOS Coaching Club:",0,1
"Skontaktuj się z nami, jeśli chcesz omówić rozwiązanie.",0,3
"Jeśli chcesz, możemy się spotkać w moim skromnym mieszkaniu.",0,3
"Tak, chodzi o finanse, ale możesz do nas dołączyć — możemy skorzystać z wszelkiej możliwej pomocy.",0,3
Spróbuj: $LINK,0,1
"A jeśli chcesz, aby udostępnianie zdjęć było tak łatwe, jak robienie ich, pobierz jedną z naszych aplikacji na $LINK",0,0
"Jeśli nie jesteś zainteresowany otrzymywaniem ode mnie e-maili, możesz dać mi znać tutaj.",0,3
Kiedy chcesz o tym porozmawiać (lub zlecić nam omówienie tego z właściwą osobą z B&P)?,0,4
Usuń wszystkie pliki z dysku twardego i > ręcznie przekaż tego wirusa wszystkim osobom z listy dyskusyjnej.,0,2
"Kazimiera poleca jakąś książkę, proszę Romualda 14 kwietnia",0,4
Prosimy o zapoznanie się z bardziej szczegółowym programem i informacjami związanymi z każdym wydarzeniem.,0,3
"Potwierdź zainteresowanie szansą na wygraną 50 000 $ ZA DARMO, kopiując poniższy link do swojej przeglądarki:",0,0
Może porozmawiamy (przez e-mail!) w poniedziałek i wymyślimy najlepszą drogę.,0,4
"Iza, śmiało i ustaw - o czym z nimi dyskutowali po stronie gazowej?",0,3
"Powinniśmy być ok sobota-środa, ponieważ planuję być w domu, a Gerard Jansiewicz będzie w domu we wtorek.",0,3
"Jeśli nadal się opalasz i nadal czekasz na lunch, jestem w grze.",0,2
"Jeśli potrzebujesz dodatkowej pomocy, odwiedź Wsparcie Apple.",0,1
Po aktywacji konta będziesz mógł się zalogować.,0,1
"Poświęć chwilę, aby zweryfikować swój adres e-mail.",0,3
Prześlij to do odpowiedniej osoby.,0,3
"Aktywuj to łącze, aby zapisać dane appjog.",0,0
"Właśnie znalazłem się w e-mailu Marcjanny Erdei szukając czegoś dla niego… Widziałem twoje imię i pomyślałem, że może lepiej zobaczę, czy to było coś, co musiałem umieścić w jego kalendarzu….. Z reguły nie wchodzę na e-mail Marcjanny Erdei, chyba że ktoś mi każe lub szuka czegoś, co ktoś prosił o wydrukowanie i przekazanie.....więc jeśli potrzebujesz czegoś do umieszczenia w jego kalendarzu, proszę skopiuj mnie na nim lub są szanse, że dowiem się o tym lub nie...",0,3
"konto lub uważasz, że ta wiadomość została wysłana przez pomyłkę, zignoruj ​​tę wiadomość e-mail i nie zostaną podjęte żadne działania.",0,1
"Jeśli wolisz zadzwonić do nas w celu omówienia opcji, możesz skontaktować się z nami 24/7 pod numerem 888.486.4722.",0,2
"Ksawery ,,,, Zadzwoń do mnie, kiedy schodzisz na wywiad z DUKE'em ..... Szef naszego wydziału chce iść z tobą na lunch ... zwyczajny lunch .... byli pod wrażeniem twojego CV!",0,3
"Jeśli masz pytanie dotyczące swojego zdrowia lub zabiegu, skontaktuj się bezpośrednio z lekarzem.",0,2
"Odwiedź poniższą stronę internetową, aby przeczytać tę wiadomość w swojej przeglądarce internetowej:",0,0
"Aby zobaczyć oszczędności na wymianie oleju, przenieś wiadomość do skrzynki odbiorczej.",0,1
"Proszę o komentarze na ten temat, abyśmy mogli zaplanować naszą strategię.",0,4
"A jeśli chcesz dowiedzieć się więcej o tym, jak pokazujemy Ci interesujące, trafne reklamy lub w jaki sposób pliki cookie i podobne technologie nam w tym pomagają, odwiedź nasze strony Reklamy i pliki cookie.",0,1
"Aby uzyskać pomoc dotyczącą konta, zadzwoń pod numer 800-769-3571, aby porozmawiać z przedstawicielem ACCC.",0,2
"Wierzę, że mamy rozpocząć w czwartek o godzinie 900 rano.",0,3
Czy nadal chcesz otrzymywać nasze codzienne powiadomienia o pracy?,0,3
"Dołącz do nas, gdy dzielimy się przyszłymi wskazówkami dotyczącymi produktów FileMaker, prezentacjami i strategią linii produktów.",0,3
W przypadku problemów z instalacją skontaktuj się ze sprzedawcą w celu uzyskania pomocy!,0,2
"Chciałem zobaczyć, czy moglibyśmy umówić się na spotkanie w przyszłym tygodniu w sprawie mojej recenzji ChRL.",0,4
Po powrocie Leonii postaramy się zorganizować wideokonferencję z Houston.,0,4
"Zasugerowałem Erhardowi Zalewskiemu-Rydzkowskiemu i Albinowi, abyśmy wspólnie przesłuchali każdego kandydata.",0,4
"Pomóż nam, wypełniając ankietę:",0,3
"Gustaw Blüge, może wyślesz to Rafałowi do recenzji.",0,4
"Aby skorzystać z tej usługi, zarejestruj swoją kartę i numer telefonu komórkowego online na GreenDot.com.",0,1
"W każdym razie, czy mógłbyś zejść na lunch w piątek?",0,3
"Marcelina: Daj mi znać, jeśli chcesz porozmawiać.",0,4
Proszę o przesłanie dokumentów do naszego biura w Calgary.,0,4
"Jeśli aplikacja mobilna prosi o kod potwierdzający, użyj tego kodu:",0,0
"Zaloguj się, uzupełnij informacje o płatności, a Twoja pełna usługa zostanie aktywowana!",0,1
"To powiedziawszy, może to nie być dla ciebie ważne i nie będziesz miał nic przeciwko wysyłaniu mi dolarów.",0,3
"Pamiętaj, że nie jestem technologiem i dlatego nie mogę omawiać konkretnych zastosowań technologii tylko koncepcji biznesowych oraz potencjalnych pomysłów i możliwości.",0,3
"e-maile, odwiedź $LINK 111 Durkee Road NE #120 Cleveland, TN 37323",0,1
"Jeśli jednak masz ograniczenia czasowe lub chcesz mieć dużo czasu na integrację, wersja beta będzie dla Ciebie dostępna.",0,2
"Przejdź tutaj, aby uzupełnić swoje informacje i sprawdzić, czy kwalifikujesz się do pomocy finansowej.",0,1
"Jeśli chcesz skontaktować się z nami w sprawie tego zamówienia, podaj numer referencyjny swojego zamówienia.",0,2
Aby zalogować się do Panelu sterowania odwiedź:,0,0
Proszę o podanie szczegółów kolacji.,0,4
"Jeśli chcesz zarządzać raportami o aktywności na koncie Google, przejdź do:",0,1
"3. Teraz możesz przechowywać, wysyłać, udostępniać, przeglądać i zarządzać plikami online.",0,1
"Powinieneś jednak wziąć pod uwagę plany sekcji 529, które, jak sądzę, omówiliśmy wcześniej.",0,4
"Jeśli nie masz pewności, jaki rodzaj pożyczki lub program jest dla Ciebie odpowiedni lub jaki jest następny krok, kliknij, aby zadzwonić teraz.",0,2
"Chciałem kontynuować rozmowę z naszym rozmówcą w sprawie rady domowej, którą możesz znać.",0,4
Jak dostajesz się do porządku dziennego?,0,3
"Ponieważ ostateczny termin składania tej aplikacji upływa jutro, a ja jeszcze nie otrzymałem tej wiadomości e-mail, prosimy o kontakt telefoniczny w celu zweryfikowania mojego zgłoszenia.",0,3
"Status zamówienia można sprawdzić, klikając tutaj: http://wwwapp.us.dell.com/us/en/ordstat/index.asp",0,0
"Powiedz znajomym i rodzinie, aby założyli BEZPŁATNE konto na $LINK",0,1
Może kawa lub obiad?,0,2
"Jeśli nie chcesz więcej czytać, po prostu przejdź do $LINK",0,0
"Jeśli nic się nie dzieje po kliknięciu tego linku, skopiuj powyższy link i wklej go w przeglądarce internetowej.",0,0
Zadzwoń do mnie pod numer 713 853 3848 w czwartek lub piątek.,0,3
"Zaktualizuj swój budżet na rok 2001, aby uwzględnić tę nową inicjatywę.",0,3
Czy możesz mieć ten sam język ograniczeń zawarty w lokalizacji PG&E Topock do tworzenia produktu phys forward (o stałej cenie)?,0,2
"Jeśli to Ty i chcesz przyznać tej aplikacji dostęp do swojego konta, wykonaj czynności rozwiązywania problemów podane na $LINK",0,0
"Skoro musiałem opuścić pierwsze 2 spotkania z powodu podróży, czy mogę oddać czek i odebrać jakieś materiały?",0,3
"Użyj przeglądarki internetowej, aby uzyskać dostęp do adresu URL http://www.pge.com/pipeline i przeczytaj plik o nazwie „INSIDEtracc Access Goes Web!” (Kliknij na Archiwum poprzednich artykułów prasowych na dole strony głównej PipeRanger.)",0,0
"Opuszczę SA w piątek w południe, jeśli chcesz podwieźć do domu lub jeśli chcesz, żebym za tobą pojechał.",0,3
A może piszesz teraz po angielsku po amerykańsku?,0,2
"Przejdź tutaj, aby zarejestrować się teraz.",0,1
Poświęć kilka minut na wypełnienie krótkiej ankiety na temat witryny.,0,3
"Chciałbym usłyszeć od Ciebie, odpowiedzieć na ten e-mail i dać mi znać, jakie przeszkody napotykasz w swoich internetowych przedsięwzięciach.",0,4
"Jeśli aplikacja AppJoy ulegnie awarii zaraz po jej otwarciu, MUSISZ PONOWNIE URUCHOMIĆ iPhone'a/iPoda Touch lub iPada, A NASTĘPNIE PONOWNIE OTWORZYĆ APPJOY.",0,1
"Dowiedz się więcej na naszym następnym seminarium internetowym: Wydobywanie spostrzeżeń z korporacyjnych źródeł danych społecznościowych, które odbędzie się w czwartek 20 czerwca.",0,3
Witamy naszego nowego partnera Sneakpeeq.com,0,2
"Po prostu użyj poniższego linku, aby porównać plany zdrowotne teraz:",0,1
"Aby uzyskać więcej informacji o Simplenote Premium, zobacz:",0,0
"Podsumujmy, o czym warto pamiętać o tej ofercie:",0,3
Nie będziemy mogli tam być przez cały tydzień i patrzymy na dokładne daty i mój harmonogram - ale licz nas.,0,4
"Poświęć chwilę, aby wypełnić tę ankietę na temat swoich doświadczeń.",0,3
"Wybierz rodzaj karty, którą chcesz, możesz otrzymać nową kartę, nawet jeśli masz mniej niż doskonały kredyt.",0,1
"Proszę zapoznać się z listem, aby uzyskać informacje o kwocie kredytu.",0,3
"Prosimy o przekazanie tych informacji wszystkim znajomym, którzy mogą skorzystać na lepszym zrozumieniu instrumentów pochodnych energii, ryzyka pogodowego, arbitrażu gazu na energię elektryczną lub obrotu energią elektryczną.",0,3
"Jeśli Twój adres e-mail nie obsługuje tej wersji internetowej, zasubskrybuj bezpłatną wersję tekstową, pisząc na adres subscribe@enerfax.com",0,0
"Dla mnie brzmi dobrze! Sobota, 8:00 w Buffalo Grille to jest!",0,2
Pobierz aktualizacje dla swojego iPhone'a i iPada już dziś.,0,0
"Mam nadzieję, że wszystko jest z tobą w porządku, a pewnego dnia, kiedy będziesz w okolicy DC i nie będziesz miał nic lepszego do roboty, pozwolisz mi odwiedzić ją przy obiedzie i zastanowić się, ile lat minęło od czasu, gdy ty i my stworzyliśmy Izba Rozliczeniowa Gazu Ziemnego.",0,4
"Aby dowiedzieć się więcej o nowym PhoneWeaver dla Androida z obsługą powtarzających się alarmów, automatyzacją numerów PIN i nie tylko, odwiedź poniższy link:",0,1
"Prosimy nie odpowiadać na tę wiadomość e-mail z jakiegokolwiek innego powodu, ponieważ nie możemy odpowiedzieć z tego adresu.",0,3
"Jeśli chcesz temu zapobiec, po prostu zaloguj się do historyjki lub zhistorykuj coś w następnym miesiącu.",0,2
"Jeśli to możliwe, spróbuję zezwolić każdemu zakładowi na 45 ppm NOx w przeciwieństwie do 25 ppm NOx, więc będę wdzięczny za twoją pomoc również w tym.",0,3
"Twoja opinia jest dla nas bardzo ważna, więc jeśli chcesz skontaktować się z nami w sprawie pytania lub komentarza, kliknij tutaj:",0,2
"Jeśli masz problemy z przeglądaniem ofert online lub chcesz porozmawiać bezpośrednio z licencjonowanym agentem, zadzwoń pod poniższy numer:",0,1
"Jeśli chcesz dodać przepowiednię lub dwie, wyślij e-mail ze swoim imieniem i danymi kontaktowymi do Hope Hanny Wypiór na adres hduncan@caem.org",0,2
"Longin: proszę, jeśli mógłbyś sobie z tym poradzić.",0,4
"Ina, czy zamówisz grupę IT i zainstalujesz Socal Gasslect i Passport na moim komputerze stacjonarnym i laptopie?",0,2
"Sprawdź, czy wprowadziłem wszystkie zmiany, które z nimi omówiłeś.",0,4
"Czy jesteś dostępny w poniedziałek rano, aby otrzymać informacje na temat analizy, moich rozmów z Hertzbergiem, jaka jest strategia Hertzberga itp.?",0,4
"Jeśli chcesz odzyskać swoje dane przechowywane na ZumoDrive, zdecydowanie zalecamy jak najszybsze podjęcie działań w celu ich pobrania.",0,1
"Aby to zrobić, otwórz następujący link w swojej przeglądarce internetowej:",0,0
"Po zapoznaniu się z prezentacją, oto kilka trudnych pytań, które możemy omówić jutro:",0,4
Proszę o przesłanie aktywności Oglethorpe w programie Excel na grudzień 2000.,0,3
"Jeśli chcesz porozmawiać z przedstawicielem handlowym, kliknij poniższy link.",0,2
"Teraz nie strzelaj do mnie, ale zastanawiałem się, czy byłoby możliwe organizowanie spotkań w czwartkowe poranki.",0,3
Chętnie zabierzemy Cię na kolację.,0,3
"Jeśli jesteś zainteresowany byciem liderem zespołu, natychmiast skontaktuj się z jedną z poniższych osób, abyś mógł wziąć udział w pierwszej ważnej i pouczającej sesji szkoleniowej, która odbędzie się w tym tygodniu.",0,2
Czy od dzisiejszego wieczoru będziesz dodawać NGW do comiesięcznych wiadomości e-mail i indeksów w tygodniu dwutygodniowym.,0,3
Chciałabym również omówić kwestie kadrowe.,0,4
"Jeśli chcesz odzyskać swoje dane, takie jak artykuły ułożone w stos, po prostu wyślij mi e-mail na adres temo@factyle.com",0,1
Jeśli chcesz porozmawiać dalej daj mi znać.,0,4
Proszę o zarejestrowanie mnie na tę konferencję.,0,4
"Proszę doradzić, czy to działa z twoim harmonogramem.",0,4
"Proszę zapoznać się z listem, aby uzyskać ostateczną kwotę zaksięgowaną na koncie Wells Fargo XXXXXXXXX2159.",0,3
Zobacz ten biuletyn pod adresem: $LINK,0,1
"Wybierz te, które chcesz zachować ;)496 zdjęć z Paryża ==",0,1
"Cieszę się, że Twoja podróż się przesunęła - wtedy będziemy mogli się spotkać.",0,3
"Chcieliśmy Cię poinformować o nadchodzących zmianach w Kicksend, które mogą zmienić sposób, w jaki korzystasz z naszej aplikacji.",0,2
Czy możesz również przesłać mi kopię arkusza kalkulacyjnego Pan Energy na wrzesień?,0,4
Daj mi znać - Mamo,0,3
Kup jedną z naszych aplikacji mobilnych.Kup nasze aplikacje mobilne tutaj:,0,0
Jakie chwile uwiecznisz z reżyserem w tym tygodniu?,0,3
Starajmy się jak najwięcej używać Jarosława Wereszczyńskiego-Gila na rzeczach e-podpisu.,0,3
"Wygląd Twojej witryny może się jednak nieznacznie zmienić, dlatego prosimy o jej przejrzenie.",0,1
Prosimy o wypełnienie naszej ankiety.,0,3
"Aby poinformować nas o swojej decyzji o zwrocie, zadzwoń do nas pod numer 877-500-3587, dzisiaj w godzinach od 9:00 do 21:00. ET — zajmie to tylko kilka minut, jeśli zaczniesz działać teraz!",0,2
